episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,timesteps_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,policy_reward_min/shared_policy,policy_reward_max/shared_policy,policy_reward_mean/shared_policy,hist_stats/episode_reward,hist_stats/episode_lengths,hist_stats/policy_shared_policy_reward,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,sampler_perf/mean_env_wait_ms,sampler_perf/mean_env_render_ms,timers/sample_time_ms,timers/sample_throughput,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,info/learner/shared_policy/learner_stats/allreduce_latency,info/learner/shared_policy/learner_stats/cur_kl_coeff,info/learner/shared_policy/learner_stats/cur_lr,info/learner/shared_policy/learner_stats/total_loss,info/learner/shared_policy/learner_stats/policy_loss,info/learner/shared_policy/learner_stats/vf_loss,info/learner/shared_policy/learner_stats/vf_explained_var,info/learner/shared_policy/learner_stats/kl,info/learner/shared_policy/learner_stats/entropy,info/learner/shared_policy/learner_stats/entropy_coeff
-36.79782295995392,-253.05109926965088,-104.12336042075185,15.25,8,0,128,0,384,True,8,1,8a6fc_00000,592847f177464157bc0b6341064f6d30,2026-05-29_11-00-26,1780023626,0.31870293617248535,0.31870293617248535,2000,DESKTOP-44HK4I5,127.0.0.1,0.31870293617248535,0,1,-252.56178494542837,22.301888830959797,-34.707786806917284,"[-52.31276806257665, -37.376775924349204, -124.17212285660207, -38.797221383079886, -253.05109926965088, -36.79782295995392, -229.8494009617716, -60.62967194803059]","[16, 5, 11, 4, 41, 6, 31, 8]","[-5.647461771965027, -11.456780327484012, -35.20852596312761, 1.8179904967546463, -19.50259209261276, -19.69217432849109, -15.57630968093872, -15.599616071209311, -92.99619710445404, 1.1883808374404907, -19.99939073063433, -19.986211489886045, 1.7652725018560886, -21.22076557110995, -233.59560620039701, 2.630148557946086, -19.06451796577312, -20.363453552126884, 22.301888830959797, 0.4104951526969671, -252.56178494542837, 4.433273881673813, -17.996316539123654, -47.06662929058075]",0.2704479897669119,0.6486279095790183,0.06167648374572281,1.0880074759786442,0.0,272.556,469.628,0.997,128438.017,47.846,2675.259,128,384,128,384,8.5,40.1,0.0,0.19999999999999998,0.0005,5263.090565999349,-0.009753925104935965,5263.184900919597,5.125999450683594e-06,0.007671095663681858,8.587671279907227,0.01
